ID,Rating
615,3.32094
616,2.15966
617,2.14329
618,2.40193
619,3.38875
620,3.14804
621,3.39233
622,1.70813
623,3.49085
624,2.61721
625,2.58412
626,3.11033
627,3.04498
628,3.39703
629,2.27267
630,2.52586
631,2.55936
632,3.72988
633,2.77062
634,3.16204
635,3.29701
636,1.88531
637,2.99231
638,2.86225
639,3.34497
640,2.78171
641,3.21678
642,2.99848
643,3.61527
644,3.01972
645,1.0
646,4.83514
647,5.0
648,3.42637
649,5.0
650,4.10425
651,3.90727
652,2.22423
653,3.17074
654,3.80338
655,3.72402
656,1.6325
657,3.06677
658,3.72029
659,2.71862
660,3.58385
661,2.98919
662,3.34814
663,3.0918
664,3.75345
665,3.2438
666,2.83496
667,1.76904
668,3.29458
669,2.21444
670,3.76437
671,3.04169
672,1.76489
673,3.36917
674,2.28879
675,3.3913
676,3.35648
677,2.54474
678,2.39534
679,2.74354
680,2.72532
681,1.93325
682,2.39802
683,3.26918
684,3.2425
685,3.2375
686,4.34558
687,3.12426
688,1.53987
689,2.71173
690,3.3448
691,2.2611
692,3.47312
693,2.88475
694,2.51006
695,2.87368
696,3.99136
697,3.6759
698,3.36895
699,3.95643
700,1.90041
701,3.5072
702,3.28912
703,3.79217
704,3.54125
705,3.58958
706,3.81393
707,2.82265
708,4.24004
709,3.0188
710,2.58435
711,3.62721
712,3.41202
713,3.49242
714,4.25747
715,3.16568
716,4.67669
717,2.69597
718,3.85038
719,3.50726
720,3.15769
721,4.35359
722,2.46077
723,2.12693
724,1.87741
725,3.36009
726,1.32404
727,3.77
728,3.26558
729,3.98324
730,2.91067
731,3.67901
732,4.27052
733,3.51207
734,3.94132
735,4.26611
736,3.2392
737,3.25643
738,4.07195
739,3.99862
740,3.64665
741,4.57084
742,4.42529
743,5.0
744,4.46845
745,4.48865
746,4.05207
747,4.50129
748,4.29446
749,5.0
750,4.69176
751,5.0
752,3.41316
753,4.27781
754,4.49276
755,3.99186
756,3.85735
757,4.4101
758,4.16806
759,3.67025
760,4.37673
761,3.80785
762,4.26375
763,4.31287
764,4.21643
765,4.38108
766,4.66762
767,4.91543
768,4.67043
769,3.40766
770,3.51921
771,4.61661
772,3.48801
773,3.99688
774,4.38666
775,4.06468
776,4.63334
777,4.91969
778,2.93005
779,4.97532
780,5.0
781,4.66454
782,3.46196
783,4.42105
784,4.68661
785,4.83571
786,4.38708
787,4.37955
788,4.15379
789,4.61424
790,4.63086
791,3.66097
792,3.93893
793,4.41507
794,4.34704
795,4.33669
796,4.64499
797,3.52073
798,2.99276
799,4.49692
800,4.2641
801,4.69037
802,4.24198
803,3.90954
804,5.0
805,3.81236
806,4.13449
807,4.15465
808,3.71034
809,4.00411
810,4.11617
811,5.0
812,4.9214
813,4.12858
814,3.51556
815,4.20868
816,4.81862
817,3.68355
818,4.02377
819,3.72433
820,2.09745
821,4.12778
822,4.52899
823,1.0
824,4.20031
825,3.91844
826,2.62793
827,3.75774
828,4.49154
829,3.97846
830,4.76121
831,4.27687
832,4.00454
833,4.7901
834,5.0
835,2.38464
836,4.64259
837,3.93508
838,2.57769
839,3.99421
840,3.78648
841,4.27725
842,4.55977
843,4.24487
844,4.83395
845,3.00011
846,4.33093
847,4.5007
848,3.3782
849,4.74052
850,4.59444
851,2.66021
852,3.00658
853,2.83208
854,4.12042
855,4.52301
856,4.25122
857,4.19497
858,5.0
859,2.73016
860,4.32391
861,4.07794
862,3.7452
863,3.03855
864,5.0
865,5.0
866,4.75532
867,5.0
868,2.83028
869,3.76625
870,3.84317
871,3.7236
872,1.75263
873,3.6578
874,3.91374
875,3.76238
876,3.27666
877,3.64413
878,2.79605
879,3.36772
880,4.13886
881,1.85624
882,2.78005
883,3.7322
884,3.88349
885,3.85546
886,3.7615
887,3.1465
888,3.48688
889,2.99482
890,3.55683
891,3.53012
892,2.88696
893,3.8602
894,2.74702
895,3.6652
896,3.84455
897,2.56785
898,3.41832
899,1.0
900,3.04404
901,1.49823
902,3.76612
903,3.04056
904,3.70704
905,3.11407
906,3.14515
907,3.75737
908,4.16652
909,3.34292
910,3.35521
911,4.34086
912,3.3366
913,4.29996
914,3.38712
915,4.19975
916,2.81069
917,3.41332
918,2.98298
919,3.81194
920,4.0251
921,3.27682
922,3.28992
923,3.2581
924,3.98293
925,2.92177
926,2.64163
927,2.86473
928,3.74706
929,2.76435
930,2.90361
931,3.12489
932,3.41704
933,4.03435
934,3.4045
935,4.11421
936,3.337
937,2.99384
938,3.92237
939,4.21137
940,2.32966
941,2.54288
942,3.09597
943,2.92231
944,4.37903
945,3.81498
946,3.70606
947,3.73466
948,3.37274
949,3.95643
950,3.7842
951,3.1593
952,3.92196
953,4.795
954,2.31156
955,3.26277
956,3.75073
957,4.55547
958,3.04511
959,2.53482
960,2.29909
961,4.69929
962,4.44202
963,3.90527
964,3.68674
965,4.04154
966,3.97414
967,4.50561
968,3.26244
969,3.77234
970,4.64491
971,4.60765
972,3.75231
973,3.78814
974,4.14591
975,4.36526
976,4.47608
977,2.41432
978,4.98358
979,3.37752
980,4.85063
981,4.47624
982,4.23179
983,4.29673
984,4.62967
985,4.69599
986,3.65384
987,3.21341
988,3.00193
989,4.32311
990,4.30279
991,3.81124
992,4.79538
993,3.42837
994,3.95798
995,4.59467
996,4.84975
997,4.78077
998,4.49833
999,2.10733
1000,4.36274
1001,4.07823
1002,5.0
1003,4.77302
1004,4.42596
1005,3.99077
1006,3.44708
1007,2.92232
1008,3.03087
1009,4.98625
1010,4.74458
1011,3.36326
1012,2.00515
1013,2.51716
1014,4.59008
1015,3.87988
1016,2.69556
1017,2.56525
1018,4.15651
1019,3.96219
1020,2.3363
1021,3.84276
1022,3.85249
1023,3.4201
1024,2.43063
1025,2.4748
1026,3.2941
1027,3.73931
1028,3.75271
1029,2.45323
1030,3.74779
1031,3.74315
1032,3.12985
1033,3.55713
1034,3.74451
1035,4.57659
1036,4.06466
1037,4.38911
1038,4.32415
1039,3.57727
1040,3.42466
1041,3.46182
1042,4.14411
1043,3.8407
1044,3.33416
1045,4.23669
1046,4.1541
1047,4.06004
1048,4.07707
1049,4.19108
1050,4.45032
1051,4.44171
1052,4.02672
1053,4.4334
1054,4.0463
1055,4.0661
1056,4.02288
1057,4.45844
1058,4.59517
1059,4.29613
1060,4.05567
1061,3.96892
1062,4.1883
1063,4.46397
1064,4.86003
1065,3.79355
1066,2.85639
1067,4.49636
1068,2.65192
1069,3.51852
1070,2.11597
1071,1.77375
1072,3.86046
1073,3.53523
1074,2.85749
1075,3.83939
1076,3.06827
1077,3.4597
1078,3.36569
1079,3.79339
1080,3.57754
1081,4.02726
1082,2.81102
1083,4.20581
1084,2.79626
1085,3.67968
1086,3.74857
1087,3.2943
1088,2.90689
1089,2.99756
1090,5.0
1091,4.61819
1092,4.49448
1093,4.19753
1094,4.94191
1095,4.94251
1096,4.39312
1097,4.75491
1098,3.93483
1099,2.49046
1100,5.0
1101,4.03372
1102,3.53541
1103,4.15593
1104,4.22444
1105,4.07023
1106,2.74167
1107,3.78591
1108,3.42516
1109,3.25913
1110,4.05706
1111,4.07045
1112,3.82779
1113,4.25934
1114,3.8042
1115,2.71646
1116,4.3881
1117,3.17866
1118,4.33795
1119,3.32198
1120,4.32553
1121,2.21891
1122,4.57014
1123,2.87984
1124,2.76101
1125,4.50724
1126,3.2718
1127,3.14899
1128,3.00465
1129,3.14113
1130,3.93506
1131,5.0
1132,4.0994
1133,1.78035
1134,3.71855
1135,4.51813
1136,3.72085
1137,2.0444
1138,2.06137
1139,1.76664
1140,2.58123
1141,2.6626
1142,4.59774
1143,3.63891
1144,2.85102
1145,4.7645
1146,4.98103
1147,3.7507
1148,1.99707
1149,4.14691
1150,2.38178
1151,3.79247
1152,3.70705
1153,4.09907
1154,3.21065
1155,3.14932
1156,3.84351
1157,3.46583
1158,3.76869
1159,3.8311
1160,3.28998
1161,3.96209
1162,3.90456
1163,4.12417
1164,4.09187
1165,3.48629
1166,3.35487
1167,4.13204
1168,3.53156
1169,2.7534
1170,3.45803
1171,4.07895
1172,3.6277
1173,4.65557
1174,4.85665
1175,4.94347
1176,4.51903
1177,3.79738
1178,1.76886
1179,2.51789
1180,3.32867
1181,3.70159
1182,4.28942
1183,3.42494
1184,2.12695
1185,2.15995
1186,3.19432
1187,1.16362
1188,2.38634
1189,2.82741
1190,2.3066
1191,3.67116
1192,3.10184
1193,3.9131
1194,1.64343
1195,3.50839
1196,2.16042
1197,3.72777
1198,1.82483
1199,2.07323
1200,3.37812
1201,1.34263
1202,3.63582
1203,3.81441
1204,4.19181
1205,2.17332
1206,2.73434
1207,2.37965
1208,3.24796
1209,2.00431
1210,3.57597
1211,3.15592
1212,2.24457
1213,2.97843
1214,2.32406
1215,2.19416
1216,1.90286
1217,2.72626
1218,2.77402
1219,3.28596
1220,3.43893
1221,3.27988
1222,2.18352
1223,1.72955
1224,1.48124
1225,2.97081
1226,3.9217
1227,1.46524
1228,2.3848
1229,3.19811
1230,2.25705
1231,1.4232
1232,2.70213
1233,2.16753
1234,3.91713
1235,3.55816
1236,2.88762
1237,1.80871
1238,4.02046
1239,4.1111
1240,3.35145
1241,3.40294
1242,2.7764
1243,3.93313
1244,4.16476
1245,4.52353
1246,3.36606
1247,4.04927
1248,3.5305
1249,3.42021
1250,3.06005
1251,4.09782
1252,3.53378
1253,3.62313
1254,2.83105
1255,3.90916
1256,4.17175
1257,3.1715
1258,2.85203
1259,3.79846
1260,3.19786
1261,3.43677
1262,3.9585
1263,3.83608
1264,3.54711
1265,5.0
1266,4.91945
1267,3.93515
1268,4.36335
1269,5.0
1270,4.04129
1271,4.54008
1272,4.7076
1273,4.10875
1274,4.52527
1275,4.31577
1276,4.61199
1277,4.11383
1278,3.33609
1279,3.7418
1280,4.01243
1281,2.26076
1282,2.51643
1283,2.93164
1284,2.67516
1285,3.65529
1286,4.17508
1287,4.39759
1288,1.60981
1289,3.65205
1290,3.48853
1291,3.50232
1292,2.71374
1293,2.12151
1294,2.68631
1295,3.29746
1296,2.98994
1297,3.12006
1298,4.68255
1299,5.0
1300,4.45908
1301,4.59627
1302,4.66656
1303,4.99914
1304,4.44753
1305,3.50451
1306,4.69157
1307,4.85538
1308,4.60029
1309,2.64418
1310,3.48603
1311,3.86026
1312,3.56545
1313,2.82336
1314,2.56964
1315,2.26218
1316,1.59068
1317,3.92591
1318,2.40856
1319,3.28586
1320,2.98354
1321,3.70199
1322,3.7185
1323,3.52641
1324,4.17986
1325,3.32346
1326,3.33404
1327,3.89165
1328,4.08159
1329,4.55343
1330,4.1547
1331,4.15513
1332,4.45385
1333,4.22375
1334,3.76725
1335,3.96066
1336,5.0
1337,2.40134
1338,4.56046
1339,4.47728
1340,4.49549
1341,5.0
1342,4.92611
1343,4.80788
1344,3.70678
1345,4.22447
1346,4.41189
1347,3.6005
1348,3.78302
1349,3.45223
1350,4.22704
1351,4.33145
1352,3.13505
1353,2.76966
1354,2.26621
1355,3.11518
1356,3.9851
1357,3.97179
1358,3.72072
1359,4.34891
1360,3.90716
1361,3.4941
1362,2.96005
1363,3.37315
1364,2.6014
1365,4.26346
1366,3.26038
1367,3.19922
1368,3.50318
1369,4.28358
1370,4.02251
1371,4.03279
1372,4.03861
1373,4.71584
1374,4.12772
1375,3.12753
1376,3.65306
1377,3.81677
1378,3.63654
1379,2.97198
1380,3.92243
1381,3.93413
1382,4.11732
1383,4.3601
1384,3.66279
1385,4.19082
1386,4.49776
1387,2.96554
1388,3.65688
1389,3.87159
1390,5.0
1391,4.96339
1392,4.58131
1393,5.0
1394,3.34219
1395,5.0
1396,5.0
1397,1.62478
1398,3.86176
1399,5.0
1400,3.06596
1401,3.10296
1402,4.6175
1403,4.22296
1404,3.74839
1405,4.32067
1406,3.35532
1407,2.74154
1408,3.97908
1409,3.3594
1410,3.10415
1411,3.2051
1412,3.60531
1413,3.00021
1414,5.0
1415,4.59402
1416,4.35721
1417,3.63811
1418,3.70354
1419,4.07405
1420,4.24491
1421,4.05223
1422,2.50241
1423,4.04306
1424,3.58891
1425,1.9347
1426,2.46458
1427,3.46251
1428,2.92914
1429,4.49181
1430,2.96517
1431,2.90524
1432,2.07911
1433,4.46342
1434,4.07231
1435,3.11803
1436,3.78555
1437,3.68266
1438,3.57744
1439,2.33419
1440,3.34377
1441,3.64352
1442,3.60358
1443,3.55895
1444,3.88235
1445,2.796
1446,3.51426
1447,3.16324
1448,4.17658
1449,4.04329
1450,3.74604
1451,2.83126
1452,3.0967
1453,2.52708
1454,2.72205
1455,3.52139
1456,3.82454
1457,2.65842
1458,3.70003
1459,3.87108
1460,2.60934
1461,3.64728
1462,3.30094
1463,3.48989
1464,1.81012
1465,3.61654
1466,3.18576
1467,2.28613
1468,2.56049
1469,4.85374
1470,2.90358
1471,4.23497
1472,2.13129
1473,4.01829
1474,4.20023
1475,3.05817
1476,3.45192
1477,4.51759
1478,3.85432
1479,3.90026
1480,3.9227
1481,3.84914
1482,3.29189
1483,3.78141
1484,3.78665
1485,3.36545
1486,3.00542
1487,3.43211
1488,3.50379
1489,3.85831
1490,3.79375
1491,3.98343
1492,3.7769
1493,4.12631
1494,4.46054
1495,3.7159
1496,2.78704
1497,3.50957
1498,3.40861
1499,3.45723
1500,3.58597
1501,3.53302
1502,3.72967
1503,3.73587
1504,3.25807
1505,4.28822
1506,4.29013
1507,2.65758
1508,4.00493
1509,3.94113
1510,3.31503
1511,1.84315
1512,4.17449
1513,1.96071
1514,3.5785
1515,4.31033
1516,4.31342
1517,4.32849
1518,3.43697
1519,3.9111
1520,5.0
1521,3.80733
1522,3.33216
1523,2.72372
1524,1.87462
1525,4.0633
1526,1.95874
1527,1.63298
1528,2.65792
1529,2.11088
1530,2.59396
1531,3.97319
1532,4.23835
1533,3.34772
1534,3.72356
1535,3.10411
1536,3.33244
1537,3.68528
1538,3.61675
1539,4.00932
1540,4.02799
1541,3.7622
1542,3.70077
1543,2.60232
1544,3.31581
1545,3.3394
1546,3.89107
1547,2.67578
1548,3.1811
1549,3.6899
1550,3.61032
1551,3.2417
1552,3.87113
1553,3.26151
1554,3.58696
1555,3.36651
1556,3.2442
1557,2.95268
1558,3.2066
1559,3.41608
1560,3.65191
1561,3.3003
1562,3.21316
1563,2.63693
1564,2.7161
1565,3.65633
1566,2.60862
1567,3.65756
1568,3.34365
1569,3.81335
1570,2.50334
1571,3.67581
1572,2.60779
1573,2.85886
1574,3.30412
1575,2.17595
1576,3.41344
1577,3.45513
1578,3.4345
1579,4.20731
1580,3.8859
1581,4.3533
1582,3.09881
1583,3.42431
1584,3.45693
1585,3.87267
1586,4.03747
1587,4.3457
1588,3.9128
1589,4.49885
1590,4.8598
1591,5.0
1592,2.89029
1593,2.29532
1594,2.64076
1595,3.64203
1596,4.52703
1597,4.73366
1598,3.98446
1599,3.96221
1600,5.0
1601,4.97307
1602,4.0742
1603,3.79393
1604,4.61191
1605,3.71232
1606,3.88882
1607,4.38658
1608,2.98563
1609,4.68322
1610,3.42772
1611,3.3483
1612,3.77265
1613,3.84748
1614,4.80034
1615,3.56132
1616,4.24685
1617,4.06554
1618,4.52879
1619,4.63306
1620,5.0
1621,5.0
1622,4.50153
1623,4.03267
1624,2.94561
1625,3.51298
1626,4.3611
1627,2.51932
1628,4.29996
1629,4.51231
1630,2.72612
1631,4.50768
1632,3.56186
1633,2.47304
1634,4.2297
1635,3.96185
1636,4.58344
1637,3.76609
1638,4.67862
1639,4.40986
1640,4.7581
1641,5.0
1642,4.50741
1643,4.2159
1644,4.11173
1645,4.52314
1646,5.0
1647,3.25886
1648,4.01295
1649,3.68663
1650,4.45516
1651,4.64396
1652,2.92805
1653,3.54418
1654,3.74997
1655,3.84443
1656,3.32706
1657,4.09187
1658,3.12073
1659,4.0312
1660,3.96193
1661,3.39957
1662,2.57458
1663,2.01093
1664,3.32271
1665,4.33472
1666,4.09516
1667,3.47771
1668,3.32919
1669,3.65626
1670,4.02313
1671,3.79262
1672,3.05636
1673,3.25727
1674,3.75494
1675,4.14361
1676,3.96662
1677,3.77132
1678,3.8309
1679,3.43391
1680,3.76302
1681,5.0
1682,5.0
1683,4.00011
1684,2.94586
1685,4.02502
1686,3.43074
1687,4.18812
1688,4.05862
1689,3.61083
1690,3.82163
1691,3.38317
1692,3.05915
1693,4.56735
1694,4.0602
1695,3.0138
1696,4.2918
1697,3.97315
1698,4.79108
1699,3.93798
1700,3.83623
1701,3.98226
1702,2.70748
1703,3.63236
1704,4.68183
1705,3.03124
1706,5.0
1707,3.42855
1708,3.90112
1709,3.29838
1710,4.68763
1711,2.51667
1712,2.49432
1713,3.64042
1714,3.43813
1715,2.01416
1716,3.58408
1717,2.16963
1718,2.51286
1719,2.19017
1720,1.51151
1721,1.49226
1722,1.7074
1723,2.9819
1724,1.39758
1725,4.45705
1726,3.6565
1727,1.66641
1728,2.89118
1729,3.28713
1730,5.0
1731,3.47115
1732,2.54384
1733,3.95274
1734,1.8247
1735,1.92711
1736,4.04333
1737,3.258
1738,3.35327
1739,2.74603
1740,2.7367
1741,1.46356
1742,2.32153
1743,2.53884
1744,2.42364
1745,3.12062
1746,3.90632
1747,2.33684
1748,3.15651
1749,3.16187
1750,3.08242
1751,3.11299
1752,2.78768
1753,3.03651
1754,2.50952
1755,3.6246
1756,2.75968
1757,3.46059
1758,3.31104
1759,4.12769
1760,3.2401
1761,3.7907
1762,3.36078
1763,3.27306
1764,3.12672
1765,3.1719
1766,3.47148
1767,3.29142
1768,3.14311
1769,2.55104
1770,3.42248
1771,3.52504
1772,4.39942
1773,3.50455
1774,3.74629
1775,3.91602
1776,3.89245
1777,3.50418
1778,3.42532
1779,3.6458
1780,3.32783
1781,3.40762
1782,3.15354
1783,3.27298
1784,3.03151
1785,3.94359
1786,3.6057
1787,3.83944
1788,2.84948
1789,3.63427
1790,5.0
1791,3.86896
1792,4.59434
1793,4.72667
1794,4.75864
1795,4.48404
1796,4.51716
1797,3.24633
1798,3.77433
1799,4.46433
1800,4.62351
1801,3.22913
1802,4.26142
1803,3.76373
1804,3.49486
1805,4.30886
1806,2.78669
1807,2.12366
1808,2.5193
1809,3.66433
1810,4.07324
1811,4.13247
1812,3.93888
1813,3.34791
1814,4.26717
1815,3.24104
1816,4.64992
1817,4.33501
1818,3.14775
1819,4.25528
1820,2.06164
1821,3.65632
1822,4.4198
1823,4.21949
1824,4.18779
1825,4.17961
1826,3.93804
1827,4.84325
1828,3.7378
1829,4.26545
1830,3.32127
1831,4.36555
1832,3.44934
1833,4.10886
1834,4.449
1835,3.54158
1836,3.29046
1837,3.48441
1838,2.76416
1839,3.44718
1840,4.66665
1841,3.4806
1842,2.94384
1843,3.85495
1844,3.331
1845,2.2157
1846,3.33351
1847,1.0
1848,3.42251
1849,4.15469
1850,4.08056
1851,3.85112
1852,4.05722
1853,3.68721
1854,3.35129
1855,3.89432
1856,3.13394
1857,4.33508
1858,4.22279
1859,3.25511
1860,4.06985
1861,4.64181
1862,4.07555
1863,4.4116
1864,3.86703
1865,4.31151
1866,3.67752
1867,3.90844
1868,3.08218
1869,3.68371
1870,4.42489
1871,3.89699
1872,3.56564
1873,2.99977
1874,4.09748
1875,3.25747
1876,4.35291
1877,3.69212
1878,4.04926
1879,4.36867
1880,4.73596
1881,4.06484
